I;II;III;IV;V;GS;suma;BP;z-s;Liczba;b≥Ídy zagrywka;as;eff%;liczba;b≥Ídy przyjÍcie;poz%;perf%;liczba1;b≥Ídy atak;blok;Pkt;skut%;eff%1;pkt;wyblok;Nazwisko;Klub;Klucz;Data spotkania;Sezon;Faza;Kolejka
2;5;3;1;;-;6;4;5;30;1;3;20%;0;0;-;-;4;0;0;1;25%;25%;2;0;21 Alicja Grabka ;DPD I£Capital Legionovia Legionowo;"
							15.03.2021, 17:30E.LECLERC MOYA Radomka Radom-1:3-DPD I£Capital Legionovia Legionowo";"
							15.03.2021, 17:30
					";2021/2022;play-off;B-1
*;*;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;62 Marta Matejko ;DPD I£Capital Legionovia Legionowo;"
							15.03.2021, 17:30E.LECLERC MOYA Radomka Radom-1:3-DPD I£Capital Legionovia Legionowo";"
							15.03.2021, 17:30
					";2021/2022;play-off;B-1
3;4;6;1;;-;11;3;11;13;0;0;0%;0;0;-;-;16;0;0;7;44%;44%;4;2;1 Maja Tokarska ;DPD I£Capital Legionovia Legionowo;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
1;2;4;;;-;4;3;4;8;0;0;0%;1;0;100%;0%;11;0;0;3;27%;27%;1;2;3 Julie Oliveira Souza ;DPD I£Capital Legionovia Legionowo;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
2;3;5;6;;-;15;5;7;16;4;2;-6%;23;0;48%;30%;33;2;2;12;36%;24%;1;1;4 Jessica Rivero Marin ;DPD I£Capital Legionovia Legionowo;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
5;6;2;3;;-;20;6;5;15;2;0;-13%;33;3;48%;12%;54;4;6;18;33%;15%;2;1;6 Olivia RÛøaÒski ;DPD I£Capital Legionovia Legionowo;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
;;*;;;-;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;7 Daria Szczyrba ;DPD I£Capital Legionovia Legionowo;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
6;1;3;4;;-;15;4;14;11;1;0;-9%;2;0;50%;0%;22;0;0;13;59%;59%;2;8;10 Shelly Stafford ;DPD I£Capital Legionovia Legionowo;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
*;*;*;*;;-;0;0;-1;0;0;0;-;27;1;44%;19%;0;0;0;0;-;-;0;0;11 Izabela LemaÒczyk (L);DPD I£Capital Legionovia Legionowo;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
*;*;;;;-;0;0;0;2;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;12 Diana Dπbrowska ;DPD I£Capital Legionovia Legionowo;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
*;*;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Klaudia Kulig (L);DPD I£Capital Legionovia Legionowo;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
;;;*;;-;1;0;1;1;0;0;0%;0;0;-;-;1;0;0;1;100%;100%;0;0;17 Paulina Majkowska ;DPD I£Capital Legionovia Legionowo;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
4;5;1;2;;-;2;0;1;25;1;0;-4%;0;0;-;-;2;0;0;1;50%;50%;1;1;21 Alicja Grabka ;DPD I£Capital Legionovia Legionowo;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
*;*;*;5;;-;3;3;1;3;1;0;-33%;0;0;-;-;8;1;0;1;13%;0%;2;0;62 Marta Matejko ;DPD I£Capital Legionovia Legionowo;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
4;4;4;4;;-;11;4;0;18;2;2;0%;11;1;64%;27%;39;3;5;9;23%;3%;0;2;1 Ana Bjelica ;E.LECLERC MOYA Radomka Radom;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
1;1;1;1;;-;9;5;5;15;0;1;13%;37;1;51%;24%;27;2;1;8;30%;19%;0;2;2 Samara Rodrigues De Almeida ;E.LECLERC MOYA Radomka Radom;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
3;3;3;3;;-;33;10;25;18;1;1;11%;0;0;-;-;61;3;4;29;48%;36%;3;1;3 Bruna Honorio Marques ;E.LECLERC MOYA Radomka Radom;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
*;*;*;*;;-;0;0;0;0;0;0;-;26;0;58%;35%;0;0;0;0;-;-;0;0;5 Agata Witkowska (L);E.LECLERC MOYA Radomka Radom;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
2;2;2;2;;-;5;1;2;16;3;0;-6%;0;0;-;-;6;0;0;4;67%;67%;1;3;8 Izabela Ba≥ucka ;E.LECLERC MOYA Radomka Radom;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
*;*;*;*;;-;6;3;5;2;1;0;-50%;0;0;-;-;5;0;0;4;80%;80%;2;3;9 Andressa Picussa ;E.LECLERC MOYA Radomka Radom;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
5;;;*;;-;1;0;-1;5;1;0;-20%;0;0;-;-;6;0;1;1;17%;0%;0;0;11 Justyna £ukasik ;E.LECLERC MOYA Radomka Radom;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
;*;*;;;-;1;1;0;2;0;0;0%;3;0;67%;33%;3;0;1;1;33%;0%;0;0;12 Julia Kπkol ;E.LECLERC MOYA Radomka Radom;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
*;*;*;*;;-;0;0;0;0;0;0;-;6;0;33%;33%;0;0;0;0;-;-;0;0;13 Renata Bia≥a ;E.LECLERC MOYA Radomka Radom;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Paulina Zaborowska ;E.LECLERC MOYA Radomka Radom;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
*;5;5;5;;-;5;2;0;7;4;0;-56%;3;0;100%;33%;9;0;1;5;56%;44%;0;3;15 Kornelia Moskwa ;E.LECLERC MOYA Radomka Radom;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
6;6;6;6;;-;4;2;3;16;1;0;0%;0;0;-;-;3;0;0;2;67%;67%;2;3;18 Katarzyna Skorupa ;E.LECLERC MOYA Radomka Radom;"
							20.03.2021, 17:30DPD I£Capital Legionovia Legionowo-1:3-E.LECLERC MOYA Radomka Radom";"
							20.03.2021, 17:30
					";2021/2022;play-off;B-2
4;4;4;4;;-;29;15;23;17;1;4;24%;17;0;35%;18%;47;2;3;24;51%;40%;1;0;1 Ana Bjelica ;E.LECLERC MOYA Radomka Radom;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
1;1;1;1;;-;7;3;4;19;0;0;21%;23;1;26%;17%;19;2;0;6;32%;21%;1;0;2 Samara Rodrigues De Almeida ;E.LECLERC MOYA Radomka Radom;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
3;3;3;3;;-;21;10;14;19;1;2;16%;0;0;-;-;43;3;3;16;37%;23%;3;0;3 Bruna Honorio Marques ;E.LECLERC MOYA Radomka Radom;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
*;*;*;*;;-;0;0;-1;0;0;0;-;23;1;57%;30%;0;0;0;0;-;-;0;0;5 Agata Witkowska (L);E.LECLERC MOYA Radomka Radom;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
2;2;2;2;;-;6;6;4;18;2;0;0%;0;0;-;-;7;0;0;3;43%;43%;3;0;8 Izabela Ba≥ucka ;E.LECLERC MOYA Radomka Radom;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
*;*;*;;;-;1;1;1;0;0;0;-;0;0;-;-;3;0;0;0;0%;0%;1;0;9 Andressa Picussa ;E.LECLERC MOYA Radomka Radom;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;11 Justyna £ukasik ;E.LECLERC MOYA Radomka Radom;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;12 Julia Kπkol ;E.LECLERC MOYA Radomka Radom;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
*;*;*;;;-;0;0;0;0;0;0;-;5;0;40%;20%;0;0;0;0;-;-;0;0;13 Renata Bia≥a ;E.LECLERC MOYA Radomka Radom;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Paulina Zaborowska ;E.LECLERC MOYA Radomka Radom;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
5;5;5;5;;-;9;4;5;9;2;1;-11%;0;0;-;-;9;0;2;7;78%;56%;1;0;15 Kornelia Moskwa ;E.LECLERC MOYA Radomka Radom;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
6;6;6;6;;-;5;2;5;14;0;0;14%;0;0;-;-;4;0;0;3;75%;75%;2;0;18 Katarzyna Skorupa ;E.LECLERC MOYA Radomka Radom;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
6;;3;4;;-;5;3;3;7;1;0;0%;1;1;0%;0%;8;0;0;4;50%;50%;1;0;1 Maja Tokarska ;DPD I£Capital Legionovia Legionowo;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;3 Julie Oliveira Souza ;DPD I£Capital Legionovia Legionowo;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
5;6;2;3;;-;6;2;-4;14;1;0;0%;15;2;27%;13%;32;3;4;6;19%;-3%;0;0;4 Jessica Rivero Marin ;DPD I£Capital Legionovia Legionowo;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
2;3;5;6;;-;18;9;8;9;1;0;0%;42;3;24%;12%;38;3;3;18;47%;32%;0;0;6 Olivia RÛøaÒski ;DPD I£Capital Legionovia Legionowo;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
4;5;1;2;;-;10;1;5;8;1;0;-12%;1;0;0%;0%;18;1;3;8;44%;22%;2;0;7 Daria Szczyrba ;DPD I£Capital Legionovia Legionowo;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
3;4;6;1;;-;15;4;12;15;0;1;20%;1;0;100%;100%;20;1;2;12;60%;45%;2;0;10 Shelly Stafford ;DPD I£Capital Legionovia Legionowo;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
*;*;*;*;;-;0;0;-1;0;0;0;-;30;1;63%;37%;0;0;0;0;-;-;0;0;11 Izabela LemaÒczyk (L);DPD I£Capital Legionovia Legionowo;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
*;*;*;*;;-;1;1;1;7;0;1;28%;0;0;-;-;0;0;0;0;-;-;0;0;12 Diana Dπbrowska ;DPD I£Capital Legionovia Legionowo;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
*;*;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Klaudia Kulig (L);DPD I£Capital Legionovia Legionowo;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
;1;;*;;-;3;1;2;2;0;0;0%;0;0;-;-;4;1;0;1;25%;0%;2;0;17 Paulina Majkowska ;DPD I£Capital Legionovia Legionowo;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
1;2;4;5;;-;1;0;-1;12;2;0;-17%;0;0;-;-;2;0;0;0;0%;0%;1;0;21 Alicja Grabka ;DPD I£Capital Legionovia Legionowo;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
*;*;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;1;0;0;0;0%;0%;0;0;62 Marta Matejko ;DPD I£Capital Legionovia Legionowo;"
							23.03.2021, 17:30E.LECLERC MOYA Radomka Radom-3:1-DPD I£Capital Legionovia Legionowo";"
							23.03.2021, 17:30
					";2021/2022;play-off;B-3
5;5;5;5;;-;8;5;4;12;1;1;0%;13;0;85%;54%;17;3;0;4;24%;6%;3;1;2 Martyna Grajber ;Grupa Azoty Chemik Police;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
1;1;1;1;;-;2;0;1;13;1;0;0%;0;0;-;-;3;0;0;1;33%;33%;1;2;4 Marlena Kowalewska ;Grupa Azoty Chemik Police;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
3;3;3;3;;-;15;7;11;15;2;1;-7%;0;0;-;-;14;2;0;8;57%;43%;6;6;5 Agnieszka Korneluk ;Grupa Azoty Chemik Police;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
4;4;4;4;;-;22;3;12;14;3;0;-14%;0;0;-;-;42;5;2;18;43%;26%;4;1;6 Jovana Brakocevic-Canzian ;Grupa Azoty Chemik Police;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
6;6;6;6;;-;13;5;10;10;2;2;0%;0;0;-;-;14;0;1;7;50%;43%;4;3;8 Indy Baijens ;Grupa Azoty Chemik Police;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
;*;*;*;;-;0;0;-1;2;0;0;0%;0;0;-;-;1;1;0;0;0%;-100%;0;0;11 Martyna £ukasik ;Grupa Azoty Chemik Police;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
2;2;2;2;;-;14;4;9;18;2;0;-11%;31;2;55%;26%;19;0;1;13;68%;63%;1;0;12 Olga Strantzali ;Grupa Azoty Chemik Police;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
*;*;*;*;;-;0;0;-1;0;0;0;-;29;1;55%;24%;0;0;0;0;-;-;0;0;13 Paulina Maj-Erwardt (L);Grupa Azoty Chemik Police;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
*;*;*;*;;-;1;1;0;6;1;1;17%;6;0;33%;17%;1;0;0;0;0%;0%;0;0;14 Natalia MÍdrzyk ;Grupa Azoty Chemik Police;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Aleksandra Øurawska (L);Grupa Azoty Chemik Police;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
*;;*;*;;-;0;0;0;6;0;0;17%;0;0;-;-;0;0;0;0;-;-;0;0;17 Paulina Ba≥dyga ;Grupa Azoty Chemik Police;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;21 Sonia Kubacka ;Grupa Azoty Chemik Police;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
*;*;*;*;;-;0;0;-1;0;0;0;-;21;1;71%;33%;0;0;0;0;-;-;0;0;1 Maria Stenzel (L);Grot Budowlani £Ûdü;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
6;6;5;6;;-;0;0;-2;9;1;0;-11%;0;0;-;-;3;1;0;0;0%;-33%;0;1;2 Julia Nowicka ;Grot Budowlani £Ûdü;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Oliwia Michalak ;Grot Budowlani £Ûdü;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
5;5;4;5;;-;7;3;6;17;1;1;6%;0;0;-;-;5;0;0;4;80%;80%;2;4;5 Ma≥gorzata Lisiak ;Grot Budowlani £Ûdü;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Anna Lewandowska ;Grot Budowlani £Ûdü;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
4;4;3;4;;-;10;3;1;14;1;0;-7%;35;1;51%;17%;36;5;2;10;28%;8%;0;0;8 Zuzanna GÛrecka ;Grot Budowlani £Ûdü;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
2;2;1;2;;-;8;2;3;8;1;0;-12%;0;0;-;-;14;1;3;7;50%;21%;1;3;9 Weronika Centka ;Grot Budowlani £Ûdü;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
3;3;2;3;;-;20;2;9;17;3;0;-12%;0;0;-;-;45;2;6;20;44%;27%;0;1;12 Veronica Jones-Perry ;Grot Budowlani £Ûdü;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
1;1;6;1;;-;14;7;-1;17;1;2;18%;28;3;32%;14%;35;3;8;11;31%;0%;1;1;14 Monika Fedusio ;Grot Budowlani £Ûdü;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
*;*;*;*;;-;0;0;0;5;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;20 Justyna KÍdziora ;Grot Budowlani £Ûdü;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;22 Oliwia Poreda ;Grot Budowlani £Ûdü;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;24 Paulina Damaske ;Grot Budowlani £Ûdü;"
							15.03.2021, 20:30Grupa Azoty Chemik Police-3:1-Grot Budowlani £Ûdü";"
							15.03.2021, 20:30
					";2021/2022;play-off;C-1
*;*;*;;;-;0;0;-1;0;0;0;-;20;1;45%;40%;0;0;0;0;-;-;0;0;1 Maria Stenzel (L);Grot Budowlani £Ûdü;"
							21.03.2021, 17:30Grot Budowlani £Ûdü-0:3-Grupa Azoty Chemik Police";"
							21.03.2021, 17:30
					";2021/2022;play-off;C-2
6;6;6;;;-;1;0;0;12;0;0;0%;1;1;0%;0%;0;0;0;0;-;-;1;0;2 Julia Nowicka ;Grot Budowlani £Ûdü;"
							21.03.2021, 17:30Grot Budowlani £Ûdü-0:3-Grupa Azoty Chemik Police";"
							21.03.2021, 17:30
					";2021/2022;play-off;C-2
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Oliwia Michalak ;Grot Budowlani £Ûdü;"
							21.03.2021, 17:30Grot Budowlani £Ûdü-0:3-Grupa Azoty Chemik Police";"
							21.03.2021, 17:30
					";2021/2022;play-off;C-2
5;5;5;;;-;4;4;3;11;0;2;18%;0;0;-;-;4;0;1;1;25%;0%;1;4;5 Ma≥gorzata Lisiak ;Grot Budowlani £Ûdü;"
							21.03.2021, 17:30Grot Budowlani £Ûdü-0:3-Grupa Azoty Chemik Police";"
							21.03.2021, 17:30
					";2021/2022;play-off;C-2
*;;;;;-;1;1;1;2;0;0;0%;0;0;-;-;0;0;0;0;-;-;1;0;6 Anna Lewandowska ;Grot Budowlani £Ûdü;"
							21.03.2021, 17:30Grot Budowlani £Ûdü-0:3-Grupa Azoty Chemik Police";"
							21.03.2021, 17:30
					";2021/2022;play-off;C-2
4;4;1;;;-;13;4;9;11;0;0;0%;23;1;30%;13%;27;1;2;12;44%;33%;1;0;8 Zuzanna GÛrecka ;Grot Budowlani £Ûdü;"
							21.03.2021, 17:30Grot Budowlani £Ûdü-0:3-Grupa Azoty Chemik Police";"
							21.03.2021, 17:30
					";2021/2022;play-off;C-2
2;2;2;;;-;3;2;-1;6;0;0;0%;0;0;-;-;8;2;2;1;13%;-38%;2;3;9 Weronika Centka ;Grot Budowlani £Ûdü;"
							21.03.2021, 17:30Grot Budowlani £Ûdü-0:3-Grupa Azoty Chemik Police";"
							21.03.2021, 17:30
					";2021/2022;play-off;C-2
3;3;3;;;-;14;5;2;10;3;0;-30%;0;0;-;-;35;4;5;12;34%;9%;2;3;12 Veronica Jones-Perry ;Grot Budowlani £Ûdü;"
							21.03.2021, 17:30Grot Budowlani £Ûdü-0:3-Grupa Azoty Chemik Police";"
							21.03.2021, 17:30
					";2021/2022;play-off;C-2
1;1;4;;;-;12;6;4;9;0;0;0%;23;2;30%;17%;28;1;5;11;39%;18%;1;2;14 Monika Fedusio ;Grot Budowlani £Ûdü;"
							21.03.2021, 17:30Grot Budowlani £Ûdü-0:3-Grupa Azoty Chemik Police";"
							21.03.2021, 17:30
					";2021/2022;play-off;C-2
